,level,spread
1972-02,0.05307174133750203,0.08496242878293354
1972-03,0.10953253429048837,0.13960056781281022
1972-04,0.12589988338432556,0.16139108700084787
1972-05,0.13088032942585348,0.16519550400278632
1972-06,0.13763667576127536,0.15939199063733728
1972-07,0.19412662349122767,0.208548273807533
1972-08,0.26832048585707147,0.28770409017500315
1972-09,0.22240141997574392,0.24695701667821796
1972-10,0.15207935617412527,0.18163831460893437
1972-11,0.11985229148423648,0.15565243702840442
1972-12,0.09361394611647433,0.13605684262079704
1973-01,0.09288782326257772,0.13737587269891088
1973-02,0.02714128311647046,0.07131529888967854
1973-03,-0.046414029232233145,-0.010247729097504307
1973-04,-0.16892781947798652,-0.13744369401439777
1973-05,-0.3186539590269427,-0.2954084264366266
1973-06,-0.3888468739180372,-0.3806603646514653
1973-07,-0.3545421575284792,-0.3637026636153076
1973-08,-0.41187880623703255,-0.42547483361400135
1973-09,-0.43599535723186744,-0.4463685748524538
1973-10,-0.4748823471667324,-0.47816130694946773
1973-11,-0.43462628299001393,-0.45309821136192424
1973-12,-0.35810651457232157,-0.38137626209563363
1974-01,-0.32122326016223257,-0.344896241858526
1974-02,-0.2423528295523779,-0.24975365489507922
1974-03,-0.20605900119681808,-0.20873965886722573
1974-04,-0.2589255182773652,-0.2708300443232901
1974-05,-0.1590402118209716,-0.17289583367731348
1974-06,-0.08296175230721226,-0.09832848085586758
1974-07,0.030372316957446244,0.022271115478746897
1974-08,-0.2583642851476481,-0.29653888026021186
1974-09,-0.2866459321265268,-0.30667181860260145
1974-10,-0.3171280784404483,-0.33260235402574084
1974-11,-0.13187001924291997,-0.1293209650367238
1974-12,-0.08151703226067986,-0.07264418826708012
1975-01,-0.02337137705041059,-0.005055029151809484
1975-02,-0.04226779591979668,-0.01856041466940765
1975-03,0.024149868979595257,0.030172346589264668
1975-04,0.1456813240187732,0.15402680015448972
1975-05,0.35230224061034476,0.3813446885094777
1975-06,0.14363038114649684,0.1618253579647137
1975-07,-0.022231779792200368,-0.014618474690090408
1975-08,-0.13375651621505835,-0.13833919811581336
1975-09,0.1477310892830065,0.1675874494308855
1975-10,0.1438192770914729,0.17057171078715067
1975-11,0.041107505170043246,0.0708205811821458
1975-12,-0.09966352939153744,-0.08629704029063671
1976-01,0.030871186932543426,0.03317035412614407
1976-02,0.22498750396281542,0.22943702203460686
1976-03,0.29987806651840765,0.3094249221681182
1976-04,0.16362759666794424,0.1750071905948038
1976-05,0.13303959702965817,0.14859406962814953
1976-06,0.11539275568269536,0.1325954601366352
1976-07,0.22130296578252284,0.2487434871166076
1976-08,0.2088698391150422,0.23317593279530685
1976-09,0.11036842485194176,0.1232652134799674
1976-10,-0.0021541450299836784,0.001580130455374154
1976-11,-0.04143417447644426,-0.04080447840342498
1976-12,-0.07110836944309817,-0.06416488594207163
1977-01,0.0903333200002655,0.10290527935470535
1977-02,0.22162027165821552,0.23000126661762538
1977-03,0.371775364145014,0.3749350127827657
1977-04,0.34757866740765786,0.34884759063582255
1977-05,0.2688448324323386,0.2721622569687749
1977-06,0.19797493229860874,0.20550225840270103
1977-07,0.08355617152984329,0.0859170134846496
1977-08,0.03708010697629438,0.043111584552180074
1977-09,-0.013133322308123696,-0.004745823911604982
1977-10,-0.016272087713144257,-0.0016347047692617939
1977-11,-0.02953571411330913,-0.009114673390236791
1977-12,-0.02503530670815579,-0.007057770251385029
1978-01,-0.02284597950034606,-0.0069200990059439665
1978-02,-0.0067376708626657456,0.0008022542081080469
1978-03,0.06875287461238277,0.08566758300592654
1978-04,0.0660655752380025,0.0794454307535641
1978-05,-0.010234525521621074,-0.0020391337375432056
1978-06,-0.07557723222579071,-0.07599902989347433
1978-07,-0.11440546219833092,-0.10722365579945152
1978-08,-0.10505307407746545,-0.09545364321897946
1978-09,-0.17634708714017677,-0.16841116049305344
1978-10,-0.09231915796227519,-0.08675857894428778
1978-11,-0.15982860411169109,-0.15042214191093978
1978-12,-0.23968525031275922,-0.237276875848846
1979-01,-0.5138909657701595,-0.517058717214177
1979-02,-0.6029702031085026,-0.6117005887794424
1979-03,-0.584601782506924,-0.5827023913256086
1979-04,-0.5147430573761135,-0.5070747679217802
1979-05,-0.4071909773755885,-0.39517880675973865
1979-06,-0.2964122740471381,-0.29711369171946395
1979-07,-0.231653099860743,-0.23989355470537405
1979-08,-0.2126908032722553,-0.22241284197525163
1979-09,-0.35959642137060144,-0.3771793349366384
1979-10,-0.44309353391221873,-0.4732513745033527
1979-11,-0.6428397790357733,-0.6640422591652588
1979-12,-0.5999700942377572,-0.6020148232443825
1980-01,-0.567591391830106,-0.5582580442959144
1980-02,-0.2917620793954555,-0.2982609061896682
1980-03,-0.6244448861141257,-0.6451588381669158
1980-04,-0.6894746551137866,-0.710582222856984
1980-05,-0.7313520528718983,-0.7811519029194427
1980-06,-0.26008958430235174,-0.3129454937626717
1980-07,-0.14257703752945583,-0.21233605578823062
1980-08,-0.13949372866971566,-0.20168271888835326
1980-09,-0.1268948496303014,-0.19333576483482423
1980-10,-0.2775097205778253,-0.3690821301360359
1980-11,-0.5272473599654576,-0.6488748257115926
1980-12,-0.635630726614668,-0.7635580708091512
1981-01,-0.6374934596680683,-0.7764683093872771
1981-02,-0.43346666227584685,-0.5771525152972679
1981-03,-0.39533650871721726,-0.5576303296977088
1981-04,-0.17441933233167373,-0.31043441447773296
1981-05,-0.07602102922833975,-0.18004054330315805
1981-06,0.2909943553898938,0.23244233900752403
1981-07,0.30242471382820024,0.2626470088054144
1981-08,0.23324861286267662,0.19461374095121892
1981-09,0.5192351436127484,0.4704924379524282
1981-10,0.6584442431605132,0.576704142470267
1981-11,1.0109739960850908,0.9267916354058698
1981-12,0.623972170403217,0.5144400358950394
1982-01,0.6717922721346382,0.5590964618976022
1982-02,0.4481012820876059,0.33845582208099406
1982-03,0.5196571644438474,0.4259801096421096
1982-04,0.42409890873682243,0.3618929742568708
1982-05,0.40665149512805054,0.3400453312285245
1982-06,-0.00774464022485255,-0.10096978062363075
1982-07,-0.25355367580799026,-0.3669697230388556
1982-08,-0.035300778368562935,-0.15467752391825146
1982-09,0.06821029094725428,-0.024192606044177764
1982-10,0.3365844850181129,0.2677668750951722
1982-11,0.40728018490753015,0.35906865443444586
1982-12,0.6601935953972261,0.6117734751821082
1983-01,0.4995697590110061,0.4273805545420197
1983-02,0.32863485292593697,0.2554056967428941
1983-03,-0.031237622544918797,-0.11641524994163803
1983-04,0.014779100233065168,-0.05730925527719681
1983-05,-0.12192782918439893,-0.20022499525312037
1983-06,-0.03656106930700542,-0.11005596063203175
1983-07,0.10010834195310803,0.01690938069653032
1983-08,0.13277925428773585,0.035855988445136114
1983-09,0.06359976726107053,-0.048137508538821414
1983-10,0.08707729995577818,-0.014842340418552744
1983-11,0.24243964306570287,0.1621146949785554
1983-12,0.4662883767053686,0.4007905811237968
1984-01,0.38976946457907846,0.32601215194700467
1984-02,0.30138514475543576,0.23467733527245022
1984-03,0.32891018740094136,0.2589446283767946
1984-04,0.32285145504019386,0.25142517585159657
1984-05,0.24062973498135498,0.14759504830247566
1984-06,0.2545752638581832,0.16435948653704185
1984-07,0.2247318070247485,0.13816744480406834
1984-08,0.25113605912009074,0.17853996728139426
1984-09,0.2421406230404085,0.1763763968731657
1984-10,0.34688953018313107,0.2885891982197259
1984-11,0.506422793692474,0.4563664552955941
1984-12,0.4669454031231729,0.4007733384956191
1985-01,0.5970939588489673,0.5282853675054859
1985-02,0.6212776116713367,0.5473542093976098
1985-03,0.8154325474880898,0.7515221862293933
1985-04,0.8124114753545911,0.744514556455754
1985-05,0.8459812011129791,0.7866454727089467
1985-06,0.8562679027683017,0.8078847508396896
1985-07,0.9775667915383027,0.9298879059386556
1985-08,0.9885272042776657,0.9518048214192012
1985-09,0.8940357920295451,0.850065471961333
1985-10,0.6341378146169164,0.5931729658052074
1985-11,0.42895839583371786,0.3790176390366717
1985-12,0.2532849939549261,0.20694587249524904
1986-01,0.1692217416328926,0.11394040696133652
1986-02,0.054961894359957575,0.003748316832483181
1986-03,0.04633575269241896,0.001412351304370632
1986-04,0.04427197948043993,0.011353629725342665
1986-05,0.2242921075362102,0.19606148578037347
1986-06,0.33150105074126957,0.30952167382953805
1986-07,0.32059766299380177,0.29148834713466915
1986-08,0.2618461830714124,0.24235334643027467
1986-09,0.2392314765985727,0.21782408744007226
1986-10,0.21177325135096792,0.20399447785492247
1986-11,0.16010745515285618,0.15080338232659635
1986-12,-0.044202844936729435,-0.054182195518758955
1987-01,0.004225294889485975,0.0036736001412780023
1987-02,-0.026072813716871424,-0.024948525416364428
1987-03,0.020661071358105576,0.023111241040858446
1987-04,0.05831727351465765,0.05260223571577556
1987-05,0.10225860579831314,0.09292582006399148
1987-06,0.175245561694917,0.16762897702352836
1987-07,0.1501853591311474,0.14491929865541392
1987-08,0.15390013222757692,0.14642697473465288
1987-09,0.2567204443661225,0.2444534170115537
1987-10,0.404456613357126,0.402755425035667
1987-11,0.43367804207542615,0.4239724896851275
1987-12,0.3246311346559171,0.3122751186800769
1988-01,0.16625380947981216,0.14509342821370014
1988-02,0.10007813962397527,0.08768295811606604
1988-03,0.10962171776134999,0.10035620107563577
1988-04,0.13480520276948293,0.1241582740174549
1988-05,0.15337853915579636,0.1335212358470103
1988-06,0.14184979283687127,0.12528661607558206
1988-07,0.08463192746582171,0.0671732000511875
1988-08,0.0689897738581674,0.057475168057107465
1988-09,0.054785632259269135,0.046732204144750836
1988-10,0.025584275610167295,0.02044494597347453
1988-11,0.010777567337629246,0.008500306620201806
1988-12,0.007260264150016016,0.0003492736659728851
1989-01,0.008447172795624236,-0.0009831244757583651
1989-02,0.01066970804108347,-0.0011447441967398636
1989-03,-0.013790232314869866,-0.026468602274213146
1989-04,-0.012689399110554445,-0.022296874595744184
1989-05,-0.06485631279894799,-0.07877749370362523
1989-06,-0.14710210344928065,-0.16491481919253032
1989-07,-0.18902930851869082,-0.21514270636718275
1989-08,-0.16120166897499166,-0.17297903594793113
1989-09,-0.06117318260085558,-0.060019747856544334
1989-10,-0.030817085414776568,-0.025971284830161465
1989-11,-0.045029204163843706,-0.051297872701413325
1989-12,-0.036105025591288364,-0.043739947520565134
1990-01,-0.03855695987317331,-0.048574631083952144
1990-02,-0.007782412519293236,-0.01311923664847918
1990-03,0.02111765634512419,0.019598622846998162
1990-04,0.08917816381948895,0.09282332556305035
1990-05,0.0921912361681535,0.09269092261155616
1990-06,0.06441690898843866,0.05697297889222282
1990-07,-0.01965759750317464,-0.03409399935068795
1990-08,-0.0071297127628643375,-0.029268381039979238
1990-09,0.009570878437699881,-0.018895951400817387
1990-10,0.04234747893493418,0.0069924263306488516
1990-11,0.011262008357251108,-0.026646379402409923
1990-12,-0.03766492737755389,-0.07858967315877367
1991-01,0.031601763827872165,0.00043465708633756706
1991-02,0.10432512056812138,0.08223848797763629
1991-03,0.19045849507621637,0.1800873329474761
1991-04,0.22615491353033146,0.213942938171288
1991-05,0.24176389246264918,0.226676549362327
1991-06,0.29761627383801315,0.2717178510494284
1991-07,0.291530778611646,0.26001211422263765
1991-08,0.3016457494289323,0.27354459809556747
1991-09,0.31265679596181506,0.2953600521547916
1991-10,0.321904250488814,0.30710485501579216
1991-11,0.33490008406031035,0.3146741643843675
1991-12,0.38761007210309806,0.3679597857152683
1992-01,0.4939528185458174,0.4779923430104444
1992-02,0.5362702202408046,0.5239287522524041
1992-03,0.6065569348892356,0.5950040725210628
1992-04,0.5689849770643266,0.5580679803105149
1992-05,0.5223544469579487,0.5089896248218322
1992-06,0.4040781416107134,0.37965069323392336
1992-07,0.38027287724695913,0.35691760999700367
1992-08,0.41709045964045044,0.3939357985278051
1992-09,0.3675842978382281,0.3457829552122415
1992-10,0.3287030253437523,0.3052995931335309
1992-11,0.3585748946052493,0.3362059441495177
1992-12,0.39174750950940174,0.3710123303872614
1993-01,0.29204689708778486,0.27094470765291184
1993-02,0.153642158385637,0.13288112196180174
1993-03,0.12714013569052696,0.11045951429496
1993-04,0.17007895672015338,0.15181343206019132
1993-05,0.1580423025938965,0.14275067820053294
1993-06,0.072530239233627,0.06297481798695555
1993-07,-0.016858481411206605,-0.015184441672412105
1993-08,-0.06982264299090268,-0.058947272586329855
1993-09,-0.04259359871019808,-0.024653508108905473
1993-10,0.013077909242982133,0.038444205530679246
1993-11,0.07644141090400669,0.10303596318456827
1993-12,0.07655537396657841,0.10117633865026572
1994-01,0.056663564239084585,0.0800864908681866
1994-02,0.06363989362283051,0.08605452006576005
1994-03,0.13729152349041607,0.15573006676694584
1994-04,0.24993517080891958,0.265154938372035
1994-05,0.29424303126273077,0.30958799995411507
1994-06,0.27919311118857626,0.2954818094684714
1994-07,0.2216018920388304,0.23786080983108743
1994-08,0.18736669509927084,0.20596872551807527
1994-09,0.16829905585084004,0.18814413192593266
1994-10,0.18011963524572783,0.20131946496270364
1994-11,0.20365248310674644,0.22062611642884938
1994-12,0.22266267301470488,0.24721125390913284
1995-01,0.2017884153059185,0.2279418678281972
1995-02,0.14357305850350321,0.17441910067936778
1995-03,0.09171983637560499,0.12029208717460667
1995-04,0.07386267772302968,0.10187738947569654
1995-05,0.03026377667022595,0.05829441147111099
1995-06,0.02548793792404458,0.05979808065363286
1995-07,0.039717552107639054,0.07846064839973228
1995-08,0.08857981833034134,0.12991170609029273
1995-09,0.07783838296123757,0.1147667876643816
1995-10,0.028752056018422567,0.06364003145691784
1995-11,-0.002190454027988342,0.03170021469190183
1995-12,-0.02975615045267299,0.0044073556856707025
1996-01,-0.05275368728961116,-0.021210228942982343
1996-02,-0.02172647287293128,0.013854949864880298
1996-03,0.036657881492373146,0.07306133427631863
1996-04,0.12085933056077447,0.16391825685305944
1996-05,0.17632416545815166,0.21916233427202586
1996-06,0.18822055909088575,0.2310439471227474
1996-07,0.1568574210838113,0.19217296126989408
1996-08,0.15192855175437037,0.18526864032051144
1996-09,0.14679865879533638,0.17933805174683431
1996-10,0.14885538545104537,0.1852711649760614
1996-11,0.07268865955605708,0.11012240215557063
1996-12,0.04253326382474876,0.081141510806312
1997-01,0.016268193254229568,0.056363584818070536
1997-02,0.055280214714621745,0.09816943098107207
1997-03,0.09936168671053591,0.14338575987246344
1997-04,0.13580111937063577,0.18225229062570397
1997-05,0.1541621925190494,0.19795390810695096
1997-06,0.14159060738489992,0.18733450112283417
1997-07,0.0825989430697861,0.1277281101196865
1997-08,0.061066702719836274,0.10431845382377865
1997-09,0.026012253962725995,0.0672870914821528
1997-10,0.08176125883698349,0.13283819812102043
1997-11,0.09933277311062383,0.163867668832474
1997-12,0.08462502642012104,0.1563009060688571
1998-01,0.06813296179444472,0.1389040310172857
1998-02,0.04007633270330746,0.1094700274264699
1998-03,0.059920140058960736,0.1320592227320238
1998-04,0.058814166052762684,0.12999636454135416
1998-05,0.08692638093702476,0.15942770390449018
1998-06,0.09707576904821613,0.16877931471606894
1998-07,0.06383277007186738,0.13098600725546333
1998-08,-0.015232846466032846,0.041074580592235635
1998-09,-0.15706018453584247,-0.11243606091185913
1998-10,-0.2559751688570314,-0.22341411705929143
1998-11,-0.2138192682885346,-0.17699307883273013
1998-12,-0.07542903167476467,-0.024350388403397358
1999-01,0.05164910810341572,0.12608027535706418
1999-02,0.11323674517620319,0.19523735989546437
1999-03,0.10187390569431998,0.1799890667834711
1999-04,0.08744663871783531,0.1586969521278298
1999-05,0.058031695236239744,0.12505824227664591
1999-06,-0.008656680076664647,0.0499934225886451
1999-07,-0.02351785719545607,0.02473282133310435
1999-08,-0.05854273677073352,-0.02123730240152448
1999-09,-0.021256231760345856,0.012020261959953829
1999-10,0.0014866050147007703,0.03371324274130312
1999-11,-0.03551715807288114,-0.0027637804300489205
1999-12,-0.055159822099261846,-0.01955157941505274
2000-01,-0.12301710566173762,-0.08386364441833964
2000-02,-0.13297515430131368,-0.08862596511919034
2000-03,-0.14941796854861578,-0.09930843808264726
2000-04,-0.11800013253528052,-0.0635363166782557
2000-05,-0.061157862598219315,0.005205294046363787
2000-06,-0.053390779940381106,0.007686456346401152
2000-07,-0.06529113601611602,-0.012878783712567496
2000-08,-0.1431365117634359,-0.10172133757443151
2000-09,-0.18574445684088403,-0.14964231316188187
2000-10,-0.21739936226547985,-0.18504324847554315
2000-11,-0.19708041702770174,-0.1680165356620274
2000-12,-0.17925682722684788,-0.14855081753096405
2001-01,-0.13512332256273984,-0.10042036487952193
2001-02,-0.11920537109754414,-0.08675741776326422
2001-03,-0.0701582209042696,-0.03550554072833338
2001-04,-0.0016183489048319233,0.03180026459760339
2001-05,0.10672488800904467,0.14044105910020205
2001-06,0.1848866816410778,0.21376457713244118
2001-07,0.18522696522251703,0.21024475853463093
2001-08,0.14108963435968336,0.15918821495916852
2001-09,0.09631716787842282,0.10450215246097501
2001-10,0.08113723574651044,0.08546899230824852
2001-11,0.2156313436626306,0.23029845342405503
2001-12,0.4098632468479514,0.44553618404542256
2002-01,0.523314291220731,0.5685045121978183
2002-02,0.4656529650060782,0.507816718521958
2002-03,0.39828225812453766,0.43613107039557647
2002-04,0.3935312912364525,0.43485449254668346
2002-05,0.3743805173523834,0.42008466447400344
2002-06,0.34021782369736,0.39182487434660546
2002-07,0.24084521152340577,0.2792214581848786
2002-08,0.14175593405266118,0.17055120051128186
2002-09,-0.01506714755558003,0.007644992722123337
2002-10,-0.09142875821561891,-0.06367766455764383
2002-11,-0.03670087659847299,-0.006665361748093221
2002-12,-0.028517746376068298,-0.003498530063732283
2003-01,-0.003954443591208778,0.018996472854597005
2003-02,-0.11635998897311961,-0.09746238371348608
2003-03,-0.1241022308067975,-0.1107574672280252
2003-04,-0.1647032533518734,-0.15645630197257715
2003-05,-0.22211213262605123,-0.21004972740302824
2003-06,-0.271145539120342,-0.25578864708203236
2003-07,-0.24389916171722203,-0.23273771429822815
2003-08,-0.10734654957372591,-0.10223247873780598
2003-09,-0.0771480981338245,-0.07674820723341651
2003-10,-0.06481202575276745,-0.055688359873802315
2003-11,-0.08671135399563223,-0.07297347011065729
2003-12,-0.04216327251443974,-0.023721304509857696
2004-01,-0.03375119438564511,-0.010761080098323592
2004-02,-0.05763548618522252,-0.03521243735819683
2004-03,-0.08271835708573982,-0.056688684129484065
2004-04,-0.01564024417622456,0.012946826482912857
2004-05,0.07450457110481168,0.1062533327075283
2004-06,0.14372774960476964,0.1803598831480437
2004-07,0.0955070828747907,0.13683619874850667
2004-08,-0.010939846092237526,0.0349972795610511
2004-09,-0.06070084175321211,-0.008057223200702165
2004-10,-0.11602881780391516,-0.06029423250370573
2004-11,-0.10864660188028064,-0.04956157882019356
2004-12,-0.1182965580018146,-0.05835173768785355
2005-01,-0.11439316248396525,-0.045989015036907596
2005-02,-0.10627457799328666,-0.03138316673803403
2005-03,-0.08483200365589905,-0.006110293266262931
2005-04,-0.08302335544743278,-0.0022438814797283574
2005-05,-0.11347182983369575,-0.02707587583722519
2005-06,-0.1446274986130106,-0.05183792068150232
2005-07,-0.12076205757245517,-0.029210094924312854
2005-08,-0.1224389893284582,-0.03093028317733308
2005-09,-0.11193187969005247,-0.02403022036738349
2005-10,-0.12792419684582257,-0.042714653878071204
2005-11,-0.13035375574122232,-0.051369536157658754
2005-12,-0.14866820438726325,-0.07249883191420707
2006-01,-0.16526440042744717,-0.08881812763607404
2006-02,-0.14913470266038253,-0.07135712939972465
2006-03,-0.14553398366665615,-0.07165072016442413
